뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
01100801.20250109002112001,20250109,조선일보,조선일보,[사설] 尹측 “불구속 기소나 구속 영장 청구하라” 공수처도 검토를,사회>사건_사고, 정치>청와대,,,,,윤석열,기소나,"동원,공수처,법원,경호처","기소,청구,구속,영장,공수처,검토를,윤석열,대통령,변호인,공수처,체포,영장,집행,시도,기소,영장,사전,구속,청구,법원,재판,공수처,청구,구속,영장,발부,사실,공수처,조사,거부,공수처,구속,영장,청구,기소,법원,재판,여부,영장,실질,심사,참석,법원,협의,결정,그동안,대통령,그동안,공수처,수사권,내란죄,수사,소환,불응,공수처,시도,체포,영장,집행,경호처,물리,충돌,구속,영장,발부,약속,의지,제안,공수처,부정적,반응,체포,시도,체포,소환,불응,피의자,조사,절차,구속,피의자,구속,상황,체포,집착,대통령,망신,정치,효과,정치,효과,경찰력,동원,경호처,충돌,법적,국격,타격,상황,약속,소환,불응,대통령,속전속결식,수사,공수처,책임,국회의원,수사,이젠,조사,체포,체포,상황,관련자들,내란,혐의,관련자,구속,증거,확보,이젠,이젠,대통령,체포,집착,보강,조사,구속,영장,청구,기소,해소,정상적,사법,절차","공수처,이젠,경호처,변호인,그동안,경찰력,내란죄,윤석열,피의자,국격,속전속,관련자들,수사권,속전속결식,국회의원,관련자,검토를","윤석열 대통령 측 변호인이 공수처의 체포 영장 집행 시도와 관련해 “기소하든지 아니면 사전 구속 영장을 청구하라. 그러면 법원 재판에 응하겠다”고 밝혔다. 만약 공수처가 청구한 구속 영장이 발부돼도 “응하겠다”고 했다. 사실상 공수처의 조사는 거부하되, 공수처가 구속 영장을 청구하거나 기소하면 법원 재판에는 응하겠다는 것이다. 영장실질심사 참석 여부에 ..",https://www.chosun.com/opinion/editorial/2025/01/09/J3YUEV2QWBG3PMH3AB2JWL6HZM/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
01101101.20250109001033002,20250109,한국일보,,"[사설] 내란특검, '제3자 추천' 합의로 조속히 출범시켜야",정치>청와대, 정치>행정_자치, 정치>국회_정당,,,,"진영,윤,윤석열,김건희,최상목",,"민주당,공수처,검찰,정보사령관,국회,북한,국민의힘","내란특검,추천,합의,출범,국회,최상목,대통령,권한,대행,거부권,행사,쌍특검,내란,김건희,여사,특검,법안,재표결,진행,최종,부결,특검법,투표수,찬성,반대,기권,특검법,여사,찬성,반대,기권,자동폐기,여당,국민,야당,추천권,위헌,부결,당론,고수,상황,예정,수순,특검,대통령,윤석열,선포,헌법,비상계엄,훼손,헌정질서,회복,첫발,이견,여야정,12,단추,유감,내란죄,수사,대통령,절차,공권력,행사,저항,선동,강성,지지자,진영,갈등,국정,불안,마당,특검,출범,대통령,대통령,내란죄,수사,법률,논란,해소,여야,합의,시행,요구,여야,공방,내란,특검,공전,장기화,공수처,수사,검찰,기소,특검,수사,실효,국론,분열,가중,민주당,부결,내란,특검법,방식,추천,재발,정치,중립,해소,위헌,시비,의원,대통령,체포,저지,논란,여당,자세,재표결,이탈표,재의결,정족수,근접,찬성표,사실,진상규명,비상계엄,사태,진상,규명,처벌,국민,요구,상황,반대,당론,민심,고립,자초,따름,민주당,대통령,외환죄,혐의,추가,특검법,발의,방침,노상원,정보,사령관,수첩,북방한계선,NLL,북한,공격,유도,확인,수사,만큼,외환죄,수사,범위,여당,성의,협의,시일,성과","비상계엄,특검법,내란죄,재표결,당론,민주당,외환죄,쌍특검,지지자,투표수,최상목,만큼,내란특검,윤석열","국회가 어제 최상목 대통령 권한대행이 거부권을 행사한 쌍특검(내란 김건희 여사 특검) 법안에 대한 재표결을 진행했으나 최종 부결됐다. 내란 특검법은 총 투표수 300표 중 찬성 198표, 반대 101표, 기권 1표, 김 여사 특검법은 찬성 196표, 반대 103표, 기권 1표로 자동폐기됐다. 
여당인 국민의힘이 야당만 추천권을 갖는 건 위헌성 문제가 있..",https://www.hankookilbo.com/News/Read/A2025010817000003989,
01100401.20250109233103001,20250109,동아일보,,"[사설]인간방패, 차벽, 철조망 요새화한 관저를 보는 착잡함",정치>청와대,,,,,,"윤석열,이중삼","서울,한남동,대한민국,한남동 공방전,한국,대치","동원,경찰기동대,대통령경호처,국회,대한민국,한국,경호처","인간방패,차벽,철조망,요새화,관저,입구,서울,한남동,대통령,관저,버스,가로세로,이중,삼중,관저,외벽,물론,산길,철조망,설치,윤석열,대통령,집행,체포,영장,대통령경호처,버스,차벽,인간,바리케이드,관저,일대,사실,요새,장애물,대통령,체포,경찰,대테러,부대,투입,헬기,동원,경찰,기동대,증원,검토,체포,영장,집행,경호처,경찰,물리,충돌,목소리,시시각각,대통령,관저,모습,휴전선,연상,만큼,살풍경,관저,탄핵,찬반,밤샘,집회,시위대,모습,아수라장,여당,의원,관저,집회,관저,지킴이,사실,윤석열,자처,야당,체포,수사기관,압박,체포,영장,집행,사법,절차,의미,퇴색,물리력,물리력,대결,정치세력,정치,세력,대리,충돌,왜곡,이미지,정치화,혼란,정치,대통령,직무,정지,실권자,失權者,얼마,국정,최고,책임자,대한민국,대통령,차벽,철조망,관저,경호처,직원,집행,방패막이,사용,추락,국제,위상,경제,아랑곳,세력,행위,하나하나,행위,우두머리,혐의,집행,체포,영장,집행,한남동,공방전,대한민국,세계,토픽감,비상계엄,선포,병력,국회,난입,대통령,체포,관저,대치전,세계,생중계,대한민국,역사,시계,민주주의,시험대,불안,나라,일탈,회복력,분열,정치,한국,수렁,행위,국가,자해,사람,대통령,철옹성,장벽,피의자,신세,관저,조사,대로,처신,도리,명예,기회,경호처,직원들,시련,기관,물리,충돌,국가,상처,한국,신인,추락,경제,악영향,책임","경호처,대한민국,윤석열,철조망,차벽,한국,정치세력,한남동,요새화,악영향,가로세로,물리력,산길,서울,회복력",서울 한남동 대통령 관저 입구에는 대형 버스들이 가로세로 이중삼중으로 세워졌고 관저 외벽은 물론이고 산길 곳곳에 날카로운 원형 철조망이 설치됐다. 윤석열 대통령에 대한 2차 체포영장 집행을 앞두고 대통령경호처가 기존의 버스 차벽과 인간 바리케이드에 더해 관저 일대를 사실상 요새화한 것이다. 이런 장애물을 뚫고 윤 대통령을 체포하기 위해 경찰은 대테러부대..,https://www.donga.com/news/Opinion/article/all/20250108/130823377/2,
01100401.20250109232744001,20250109,동아일보,,[사설]“영장 존중해야” 이런 상식까지 大法이 말로 해야 하는 나라,사회>사건_사고, 정치>청와대, 사회>미디어,,,,"윤석열,천,천대엽",한국,"법원행정처,공수처,대통령경호처,국회,서울서부지법,법원,경호처","영장,존중,상식,大法,나라,천대엽,법원,행정,처장,국회,출석,윤석열,대통령,체포영장,논란,적법,절차,영장,재판,존중,처장,대통령경호처,물리력,영장,집행,저지,질의,법치주의,다툼,해결,체포영장,적법성,집행,거부,대통령,경호처,행태,우회적,지적,재판,일종,영장,심사,발부,영장,효력,인정,상식적,재판,결과,불만,절차,이의,제기,법원,판단,사법,대법관,겸직,법원행정처장,원칙들,확인,한국,사회,법치,방증,공수처,청구,체포영장,법원,발부,변호인,대통령,수사,권한,기관,청구,영장,신청,기각,영장,적법,억지,주장,경호처,편법,위법,논란,체포,절차,해결,불가능,대통령,기소,사전,구속,영장,청구,재판,피의자,조사,구속영장,청구,기소,원칙,공수처,출석,요구,묵살,체포,거부,대통령,조사,대통령,공수처,서울서부지법,영장,청구,위반,관할,주장,반복,법원,판단,차원,영장,집행,법치,훼손,관점,법원,존중,풍토,확산,무법,탈법,횡행,사회,후퇴,혼란,원칙,얘기","공수처,경호처,체포영장,법원행정처장,천대엽,법치주의,서울,대법관,한국,大法,서울서부지법,원칙들,구속영장,행정처장,변호인,불가능,윤석열,대통령경호처,피의자,물리력,적법성,영장,대통령,법원,재판,청구,원칙,집행,절차,존중,적법,체포,사회",천대엽 법원행정처장이 7일 국회에 출석해 윤석열 대통령에 대한 체포영장과 관련한 논란에 대해 “적법하게 절차를 따라 이뤄진 (영장)재판에 대해서는 일단 존중해야 한다”고 말했다. 천 처장은 대통령경호처가 물리력으로 영장 집행을 저지하는 것과 관련한 질의에는 “법치주의의 틀 안에서 모든 다툼이 해결돼야 한다”고 답했다. 체포영장의 적법성을 문제 삼아 집행..,https://www.donga.com/news/Opinion/article/all/20250108/130823380/2,
01100101.20250108190419001,20250108,경향신문,,"[사설] 미 대사에 ‘내란 불가피’ 옹호한 김태효, 즉각 수사하라",정치>외교, 정치>북한, 정치>청와대,,,,"김,필립 골드버그,김태효,정진석,윤석열,토니 블링컨,정동영,우원식,골드버그,최상목","중국,동북아,강원도,미,비상계엄,한,북한,러시아","유일,대통령비서실장,국가정보원,경찰,더불어민주당,국회,국가안보실,한반도,미국대사,공수처,운영위,외교부,12·3 비상계엄,북파공작부대","대사,옹호,김태효,수사,1차장,김태효,국가,안보실,미국대사,비상계엄,사태,필립,골드버그,주한,미국,대사,통화,사실,차장,그간,대사,그간,통화,사실,자체,골드버그,대사,12월,국회,비상계엄,해제안,통과,사이,차장,통화,통화,차장,국가,세력,척결,계엄,대통령,윤석열,내란,행위,적극,옹호,골드버그,대사,얘기,경악,의원,정동영,더불어민주당,국회의장,우원식,국회,의장,회동,토니,블링컨,국무,장관,참석,골드버그,대사,국가정보원,비상계엄,당일,국가,정보원,외교부,국가안보실,정부,기관,관계자,통화,시도,통화,비상계엄,해제,유일,통화,사람,차장,차장,자타,공인,윤석열,정권,외교,안보,최고,실세,국가,안보,동맹,악영향,12,사전,주장,사태,당일,언론인,식사,알리바이,차장,대사,통화,12월,발언,추후,상황,취지,해명,정확,통화,시점,별도,시민들,국회,윤석열,시도,헌정,중단,온몸,차장,대사,권력자,내란,행위,비호,주권자,배신,차장,강원도,소재,북파,공작,부대,HID,방문,공수처,경찰,차장,내란,혐의,수사,착수,주지,차장,가치외교,미명하,북한,중국,러시아,적대시,동북아,신냉전,고립,한반도,지정학,리스크,인사,권한대행,최상목,대통령,권한,대행,보좌,명목,외교,안보,정책,막강,영향력,행사,윤석열,비상계엄,당일,주재,합참회의,참석,인성환,국무회의,배석,얘기,정진석,대통령,비서실장,최상목,대행,경찰,윤석열,관저,경호,지원,요청,대통령실,국회,운영위,출석,거부,대통령실,수괴,윤석열,방탄,비호,민심,행위","비상계엄,윤석열,골드버그,최상목,김태효,대통령실,국가안보실,그간,인성환,정동영,더불어민주당,토니,블링컨,정진석,강원도,우원식,안보실",김태효 국가안보실 1차장이 비상계엄 사태 당시 필립 골드버그 주한 미국대사와 통화한 사실이 드러났다. 김 차장은 그간 미 대사와 통화한 사실 자체를 감춰왔다. 골드버그 대사는 지난해 12월4일 국회에서 비상계엄 해제안이 통과된 후인 오전 2~3시 사이 김 차장과 통화했다. 당시 통화에서 김 차장은 “반국가세력 척결을 위해 계엄이 불가피했다”며 대통령 윤..,https://www.khan.co.kr/article/202501081903001,
01100101.20250108183804001,20250108,경향신문,,"[사설] 체포 탄핵 특검 다 어깃장, 국민의힘 전광훈당 뭐 다른가",정치>행정_자치, 사회>사건_사고, 정치>청와대,,,,"김건희,이철규,권성동,윤석열,찐윤",한남동,"고위공직자범죄수사처,검찰,경찰,더불어민주당,국회,국가수사본부,의총,국민의힘","체포,탄핵,특검,어깃장,국민의힘,전광훈당,대통령,윤석열,위헌,비상계엄,수사,내란,특검,법안,재표결,국회,부결,국민의힘,당론,반대,6명,이탈,가결,윤석열,망동,헌법,파괴,국민의힘,수괴,체포도,수사도,탄핵심판,비상계엄,수사,특검,반대,앞뒤,행태,절대다수,민의,계엄,찬성,윤석열,극우,전광훈당,원내대표,국민의힘,권성동,원내,대표,재표결,의총,보수,궤멸,쌍특검법,특검법,김건희,특검법,부결,찬성,의원,탈당,막말,수사,보수,궤멸,의원,이탈,수괴,비호,겁박,국민,윤석열,내란,시도,자인,수사,위헌,비상계엄,고위공직자범죄수사처,경찰,검찰,수사,기소권,혼선,그새,윤석열,계엄,가담,수하들,구속,기소,관저,극우,지지,내란,선동,지경,특검,혼란,정리,수사,국민,지도부,대통령,내란죄,수사,특검,진행,사회,혼란,당내,목소리,상황,44명,국민의힘,의원,사수,윤석열,한남동,관저,무대,극우,집회,찐윤,이철규,의원,경찰,국가,수사본부,역사,평가,판단,협박,조폭들,의원들,헌재,탄핵,인용,생각,감안,국민,행태,정략,목적,대책,국민,윤석열,결별,수습,국가,위기,특검,시작,더불어민주당,이날,국민,특검법,특검,추천,추천,재발의,국민,의총,논의,특검법,수정,찬성,의원,술수,특검법,수용,거부,국가,위기,방관,미증유,결과,국민","윤석열,국민의힘,특검법,비상계엄,재표결,권성동,재발의,의원들,전광훈당,공직자,조폭들,수하들,수사도,미증유,더불어민주당,수사처,체포도,절대다수","대통령 윤석열의 위헌적 비상계엄을 수사할 ‘내란 특검’ 법안이 8일 국회 재표결에서 부결됐다. 국민의힘은 이번에도 당론으로 반대했지만 6명이 이탈해 가결에 두 표 모자랐다. 윤석열의 헌법 파괴 망동 이후 국민의힘은 내란 수괴의 체포도, 수사도, 탄핵심판도 모조리 막아서고 있다. ‘비상계엄은 잘못’이라면서도 이를 수사할 특검은 반대한다니 도무지 앞뒤 맞지..",https://www.khan.co.kr/article/202501081836001,
01101001.20250108182012001,20250108,한겨레,한겨레,"[사설] 쌍특검 또 거부, ‘내란 옹호당’ 자인한 국민의힘",정치>청와대, 정치>행정_자치, 정치>외교,,,,"윤석열,김건희 특검법,김건희,최상목","내란도,비상계엄,임하","고위공직자범죄수사처,공수처,검찰,국방부,국회,법원,공조수사본부,국민의힘","쌍특검,거부,옹호당,자인,국민의힘,윤석열,대통령,12,수사,내란,특검법,의혹,김건희,여사,가지,규명,김건희,특검법,재표결,국회,부결,자동,폐기,국민,지난달,투표,부결,당론,국민,내란,부부,대통령,호위무사,자처,권한대행,최상목,대통령,권한,대행,거부권,지난달,거부,행사,쌍특검법안,재표결,전원,의원,참석,특검,찬성,반대,기권,부결,차례,대통령,거부,행사,김건희,특검법,찬성,반대,무효,부결,재의결,요건,국민,8표,동참,내란,특검,2표,김건희,특검,4표,국민,특검법,부결,법꾸,행태,체포,수사,거부,우두머리,피의자,대통령,내란,옹호,자인,대통령,내란죄,수사,고위공직자범죄수사처,공수처,체포영장,발부,불법,집행,거부,공수처,수사,범위,직권남용,직권,남용,범죄,행위,내란도,포함,법원,적법,발부,체포영장,대통령,사법,질서,수사,혼선,논란,특검,대통령,군경,인사,수사,내란죄,관련자,검찰,공조수사본부,경찰,공수처,국방부,진행,대통령,수사,기소,주체,시비,소모전,수사,시점,특검,통합,국정,혼란,국민의힘,제3자,특검,추천,특검법,발의,의견,국민의힘,수사,방해,대통령,목적,국민,납득,특검법안,제시,야당,협의,수사권,트집,정작,논란,제거,특검법,팔짱,정당,내란,옹호,국민,행동","특검법,김건희,공수처,국민의힘,내란죄,직권남용,재표결,비상계엄,최상목,체포영장,관련자,수사권,거부권,피의자,옹호당,공조수사본부,수사본부,내란도","윤석열 대통령의 12 3 비상계엄 관련 의혹 일체를 수사하기 위한 ‘내란 특검법’과 김건희 여사 관련 15가지 의혹을 규명하기 위한 ‘김건희 특검법’이 8일 국회 재표결에서 부결돼, 자동 폐기됐다. 국민의힘이 지난달 12일 1차 투표 때와 마찬가지로 부결 당론으로 임하면서다. 국민의힘은 언제까지 내란과 윤 대통령 부부의 호위무사를 자처할 건가.
최상목 ..",http://www.hani.co.kr/arti/opinion/editorial/1177001.html,
01101001.20250108181003001,20250108,한겨레,한겨레,[사설] 체포영장 거부하면서 구속영장 응한다는 윤의 궤변,정치>청와대, 사회>사건_사고, 국제>중남미,,,,"윤,권성동,윤석열,이의신,천대엽","망상,12·3 비상계엄,한남동","고위공직자범죄수사처,공수처,이대,법원행정처장,국회 법제사법위,헌법재판소,서울서부지법,헌재,법원,경호처,국민의힘","체포,영장,거부,구속영장,궤변,윤석열,대통령,고위,공직자,범죄,수사처,체포,영장,집행,거부,기소,사전구속영장,청구,의사,공수처,수사,법원,영장실질심사,재판,법원,발부,영장,집행,거부,법원,재판,궤변,지지자들,결집,고대,망상,나라,궁리,주장,대통령,앞뒤,법원,적법,발부,체포영장,거부,나라,수렁,경호처,직원,범법자,공수처,사전구속영장,청구,법원,발부,체포영장,공수처,관할,서울서부지법,청구,발부,불법,영장,피의자,체포영장,구속영장,선택,피의자,영장,불법,적용,예외,대통령,본인,예외,유례,대통령,제기,이의신청,체포,영장,집행,법원,기각,천대엽,법원,행정처장,법제사법위원회,국회,법제,사법,위원회,출석,체포영장,대통령,체포,영장,적법,절차,영장,집행,발부,영장,거부,영장,발부,그땐,시빗거리,기소,재판,일고,가치,대통령,특권,대통령,불소추,인정,내란죄,피의자,명령,12,가담,중요,임무,종사자,전원,구속,기소,혐의,내란,우두머리,수괴,구속,형평성,대통령,전략,지지자들,결집,짐작,공수처,체포,영장,집행,불발,한남동,관저,지지자,6일,40여명,국민의힘,의원,관저,체포,반대,집회,참석,극우,세력,결집,헌법재판소,탄핵심판,영향,의도,권성동,국민,원내대표,헌재,2명,재판관,퇴임,요구,헌재,체제,탄핵,심판,자체,무력화,의도,것들,내란,진행,우두머리,내란,공수처,경찰,윤석열,체포,영장,집행","공수처,체포영장,지지자들,피의자,윤석열,탄핵심판,지지자,경호처,국민의힘,천대엽,불소추,사전구속영장,한남동,구속영장,이의신청,원내대표,공직자,위원회,서울,재판관"," 
윤석열 대통령이 8일 고위공직자범죄수사처의 체포영장 집행을 거부하면서, 기소하거나 사전구속영장을 청구하면 응하겠다는 의사를 밝혔다. 공수처 수사는 안 받겠지만, 법원의 영장실질심사나 재판에는 응하겠다는 것이다. 법원이 발부한 영장 집행은 거부하면서 법원 재판은 받겠다니, 이 무슨 궤변인가. 어떻게든 시간을 끌어 지지자들이 결집해 자기를 지켜주기를 고..",http://www.hani.co.kr/arti/opinion/editorial/1176996.html,
01100901.20250108003450001,20250108,중앙일보,,[사설] 최상목 대행 고발에 탄핵 협박까지 민주당의 고질병,정치>행정_자치, 정치>청와대, 정치>선거,,,,"추미애,박찬대,이,문재인,윤석열,이재명,한덕수,김건희,최상목",대야,"공수처장,동원,민주당,고위공직자범죄수사처,더불어민주당,국회,행정부,정부,입법부,공수처,기획재정부,국가수사본부,경호처,국무위","고발,최상목,대행,탄핵,협박,민주당,고질병,경호처,체포,방해,행위,방조,고발,정부,무력,경제,협력,더불어민주당,최상목,대통령,권한,대행,경찰,국가,수사본부,고발,체포,윤석열,대통령,방해,경호처,방관,박찬대,원내,대표,직무유기,특수공무집행방해,방조,주장,이재명,대표,제2,내란,행위,추미애,의원,탄핵,고위공직자범죄수사처,3일,대통령,체포,실패,경호처,물리력,경호처,체포,방해,만류,대행,소극,자세,일관,비판,여지,대행,고발,탄핵,민주당,협박,민주당,대통령,탄핵소추,권한대행,한덕수,국무총리,임명,헌법,재판관,요구,탄핵,카드,압박,총리,여야,합의,요청,민주당,탄핵소추,총리,직무,정지,권한대행,장관,압박,권한,국무위원,여당,반발,감수,2명,재판관,임명,탄핵,협박,수사,대통령,지연,습관,고발,탄핵,카드,민주당,연쇄,탄핵,국무위원,자리,공석,행정부,초유,위기,경제,상황,대행,무력화,나라,입법부,역할,수권,정당,공언,민주당,경제,뒷전,다툼,권력,매몰,모습,국회,양곡,법안,쟁점,내란,김건희,재표결,여사,특검법,진행,예정,여당,의원,설득,통과,불가능,도돌이표,표결,강행,민주당,대통령,수사,차질,비난,문재인,정부,강행,검수완박,검찰,박탈,수사,완전,설치,공수처,졸속,수사,체계,허점,수사기관,방식,내란죄,수사,진행,여유,탄핵,운운,수사,책임자,공수처장,압박,이재명,대표,2,선거법,위반,판결,대선,조바심,지배적,대통령,신속,집행,요구,민주당,대표,잣대,국민,수긍,6개월,규정,대표,재판,지연,전술,동원,2년,수사,대통령,닦달,남불,소리,민주당,나라,생각,탄핵,협박,중단,반도체특별법,법안,통과,여당,협의,수사,대통령,수사기관","민주당,경호처,권한대행,최상목,재판관,박찬대,조바심,특검법,공수처,선거법,이재명,국무위원,수사기관,무력화,윤석열","━
 경호처의 체포 방해 행위 방조했다며 고발 
 
 ━
 정부 무력화 멈추고 경제 살리기 협력해야 
 더불어민주당이 어제 최상목 대통령 권한대행을 경찰 국가수사본부에 고발했다. 윤석열 대통령 체포를 방해한 경호처를 방관했다는 이유다. 박찬대 원내대표는 “직무유기, 특수공무집행방해의 방조에 해당한다”고 주장했다. 앞서 이재명 대표는 “제2의 내란 행위”..",https://www.joongang.co.kr/article/25305924,
01100801.20250108003136001,20250108,조선일보,조선일보,[사설] 야합 편법 졸속으로 공수처 만들더니 이젠 “없애겠다”,정치>행정_자치, 정치>국회_정당, 정치>선거,,,,"조국,윤석열,문",,"동원,정의당,민주당,정부,공수처,검찰,국회,국민의힘","야합,편법,졸속,공수처,이젠,공수처,체포,윤석열,대통령,실패,공수처,폐지,목소리,야권,민주당,의원,체포,영장,재집행,공수처,존폐,위기,조국당,의원,영장,집행,공수처,존폐,고민,공수처,문재인,정부,시절,민주당,편법,졸속,야합,무리수,동원,자신,요구,부응,대통령,민주당,대통령,검찰,개혁,공수처,불법,정권,수사,검찰,압박,기관,국가,수사,신중,검토,여론,수렴,법조,반대,무시,군소,정당,국회,찬성,선거법,개정,미끼,여야,게임,여야,민주주,골간,선거법,국민,배제,변경,강제,폭거,국가,핵심,선거,제도,수사,제도,거래,야합,연동,선거법,국회의원,누더기,총선,정당,위성,비례,정의당,위선,반칙,조국,장관,반대,찬성,민주당,공수처,설치,정의당,유리,선거법,뒷거래,결국,정의당,몰락,공수처,4년,수사,특정,정파,국가,형사,무시,일방적,수사기관,작동,불능,예견,공수처,편법,야합,졸속,난장판,유감,표명,얘기,폐지,주장,후안무치","공수처,선거법,민주당,정의당,문재인,윤석열,민주주,무리수,국회의원,난장판,골간,조국당,뒷거래,수사기관","공수처가 윤석열 대통령 체포에 실패하자 ‘공수처 폐지’ 목소리가 야권에서도 나오고 있다. 민주당 의원은 “(체포 영장을) 재집행하지 못하면 공수처는 존폐 위기에 처할 것”이라고 했다. 조국당 의원도 “영장 집행을 못 하면 공수처의 존폐에 대해 고민해야 한다”고 했다. 공수처는 문재인 정부 시절 민주당이 온갖 편법과 졸속, 야합으로 만든 것이다. 온갖 무..",https://www.chosun.com/opinion/editorial/2025/01/08/FC5TOIRTBFEY5HOADUPUXWQSGY/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
01100801.20250108002625001,20250108,조선일보,조선일보,[사설] 관저 몰려가 ‘尹 지키기’ 시위대 자처한 국힘 의원들,정치>청와대, 정치>국회_정당, 정치>선거,,,,"김기현,권영세,나경원,윤,이철규,윤석열,이재명,이중삼","친윤,서울,영남권,한남동,한국,선진","동원,공수처,국회,경호처,국민의힘","관저,시위대,자처,국힘,의원,40여,국민의힘,의원,윤석열,대통령,체포,영장,시한,마지막,6일,서울,한남동,대통령,관저,당대표,김기현,의원,나경원,이철규,중진,친윤,영남권,의원들,탄핵,반대,집회,합류,연단,발언,공수처,비판,원천,무효,체포,영장,생각,공수처,권한,내란죄,수사,절차,적법,지적,일리,국회의원,위법,논란,영장,집행,반대,목소리,공수처,수사,영장,집행,공수처,항의,국회,기자회견,사리,공수처,대통령,관저,정문,영장,집행,반대,회견,대통령,영장,집행,물리적,저지,시위대,일원,대통령,위헌,위법적,계엄,선포,국회,탄핵소추,요건,헌법,계엄,전쟁,사태,상황,국민,의문,계엄법,계엄,국회,활동,명시,대통령,위반,혐의,선진,한국,정정,불안,세계,국가,대통령,책임,수사,수차례,소환,불응,지지자들,집행,체포,영장,공개편지,법치,수호,대통령,물리력,동원,집행,비상대책위원장,국민의힘,권영세,비상,대책,위원장,계엄,탄핵,국민,불안,걱정,사과,사태,걱정,정도,변화,기미,대통령,지지층,강성,지지,압박,급락,지지율,여론조사,영향,실제,여론,변화,이재명,대표,반감,영향,합리적,국민,강성,지지,중도층,시선,의식,소수,지지,눈치,대통령,회귀,선거,국민,선택,포기,대통령,경호처,관저,주변,버스,차벽,철조망,이중삼중,방어막,국민의힘,의원,가세","공수처,국민의힘,시위대,의원들,서울,권영세,지지층,국힘,윤석열,친윤,철조망,차벽,한국,영남권,이중삼중,지지율,이철규,지지자들,여론조사",국민의힘 의원 40여 명이 윤석열 대통령 체포 영장 시한 마지막 날인 6일 새벽 서울 한남동 대통령 관저 앞에 모였다. 당대표를 지낸 김기현 의원과 나경원 이철규 등 중진 친윤 영남권 의원들이었다. 이들은 ‘탄핵 반대’ 집회에 합류하고 일부는 연단에 올라 발언했다. 공수처를 비판하면서 “원천 무효인 체포 영장은 반드시 막아야겠다는 생각으로 함께했다”고 ..,https://www.chosun.com/opinion/editorial/2025/01/08/MHBB45D5GBFT5OMMO2Q2YFOEZI/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
01101101.20250108001021001,20250108,한국일보,,[사설] 또 최상목 대행 압박... 원내 1당이 불확실성 키워서야,정치>청와대, 정치>행정_자치, 정치>선거,,,,"박지원,윤석열,이재명,박종준,한덕수,최상목",,"민주당,헌법재판소,더불어민주당,JP모건,국회,국가수사본부,경호처","압박,최상목,대행,원내,더불어민주당,최상목,대통령,권한,대행,직무,유기,혐의,국가수사본부,고발,윤석열,대통령,체포영장,집행,저지,경호처,지휘권,행사,적법,절차,박종준,경호처장,인사조치,사실,정국,수습,주도,대행,행사,소극,권한,비판,민주당,결정,탄핵,고발,카드,겁박,혼란,야기,이재명,대표,대통령,불발,영장,집행,제2,내란행위,책임론,대행,책임,언급,탄핵,시사,의원,박지원,대행,탄핵,신중론,주장,의원,대행,여권,반대,헌법,재판관,임명,체제,헌법,재판소,인정,의견,의석수,초유,대행,대행,탄핵,민심,역풍,가능,민주당,대행,고발,여부,탄핵,추진,즉답,배경,12,민주당,7번,탄핵소추안,발의,국회,추천,헌법,재판관,임명,직전,대행,한덕수,국무총리,탄핵,상황,대행,탄핵,카드,대내외,JP모건,우리나라,경제성장률,0.4%,포인트,1.3%,제시,계엄,상황,정치,해외,시각,민주당,원내,대행,정국,수습,집중,정국,안정,경제,해소,민주당,신속,정국,수습,대행,압박,결과,대표,재판,대통령,탄핵,심판,의도,국회,대통령,탄핵,소추,사유,혐의,형법,내란죄,제외,정치,목적,경도,행보,정국,수습,불필요,논란,자초","민주당,최상목,내란죄,대내외,박지원,모건,경호처장,인사조치,우리나라,박종준,내란행위,경호처,지휘권",더불어민주당이 어제 최상목 대통령 권한대행을 직무유기 혐의로 국가수사본부에 고발했다. 윤석열 대통령에 대한 체포영장 집행을 저지한 경호처에 지휘권을 행사하지 않았고 적법 절차를 따르지 않은 박종준 경호처장 등에 대한 인사조치를 하지 않은 사실 등을 문제 삼았다. 정국 수습을 주도해야 할 최 대행의 소극적 권한 행사는 비판받아 마땅하다. 하지만 민주당이 ..,https://www.hankookilbo.com/News/Read/A2025010711100001369,
