public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,CAPEI_Median,divyield_Median,pe_exi_Median,pe_inc_Median,efftax_Median,aftret_invcapx_Median,gpm_Median,roa_Median,roe_Median,debt_invcap_Median,totdebt_invcap_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,intcov_ratio_Median,cash_ratio_Median,curr_ratio_Median
2017-05-31,Energy,191,-0.075473,-0.037448,0.012,-1.425,2.37%,-4.191,-4.191,0.231,-0.023,0.256,0.046,-0.077,0.364,0.414,0.954,0.542,0.302,-1.353,0.590,1.627
2017-05-31,Financials,614,-0.024538,-0.019134,0.312,21.930,1.99%,17.482,17.454,0.315,0.000,0.825,0.023,0.087,0.254,0.462,7.500,0.882,0.083,6.350,0.915,2.107
2017-05-31,Health Care,673,-0.046457,0.006911,0.000,-2.612,1.43%,-4.484,-4.435,0.279,-0.178,0.317,-0.267,-0.416,0.126,0.179,0.522,0.401,0.133,-4.695,2.507,3.323
2017-05-31,Industrials,477,-0.027536,0.007107,0.188,21.212,1.41%,18.868,18.511,0.331,0.070,0.289,0.117,0.083,0.343,0.409,1.246,0.581,0.270,5.845,0.317,1.882
2017-05-31,Information Technology,588,0.026265,0.042629,0.000,11.029,1.69%,7.051,5.797,0.264,0.001,0.521,0.075,0.017,0.129,0.179,0.757,0.458,0.114,2.911,0.975,2.105
2017-05-31,Materials,156,-0.038839,-0.005404,0.322,20.735,1.79%,20.849,20.419,0.281,0.069,0.265,0.115,0.077,0.402,0.448,1.254,0.569,0.309,4.242,0.405,2.240
2017-05-31,Real Estate,30,-0.001511,-0.021975,0.000,26.382,1.27%,17.602,17.602,0.326,0.059,0.346,0.053,0.028,0.416,0.475,1.345,0.593,0.332,2.002,0.306,1.752
2017-05-31,Utilities,83,0.030895,0.039540,0.605,27.111,2.92%,22.026,22.155,0.328,0.058,0.332,0.084,0.063,0.481,0.548,2.304,0.692,0.341,3.567,0.083,0.863
2017-06-30,Communication Services,35,-0.005513,-0.034657,0.219,8.874,5.18%,5.385,5.377,0.389,0.035,0.564,0.123,-0.003,0.564,0.605,1.959,0.734,0.465,1.030,0.346,1.124
2017-06-30,Consumer Discretionary,504,0.025685,-0.003453,0.100,16.054,1.91%,16.655,16.302,0.338,0.077,0.342,0.115,0.095,0.349,0.417,1.092,0.598,0.263,4.579,0.408,1.612
2017-06-30,Consumer Staples,141,-0.014332,-0.024558,0.365,23.025,2.12%,21.303,21.029,0.338,0.071,0.347,0.127,0.107,0.381,0.440,1.291,0.570,0.295,7.139,0.333,1.697
2017-06-30,Energy,194,-0.007428,-0.001308,0.004,-1.356,2.28%,-4.626,-4.333,0.222,-0.023,0.261,0.046,-0.084,0.358,0.407,0.928,0.540,0.293,-1.344,0.624,1.661
2017-06-30,Financials,610,0.047823,0.065167,0.313,22.841,1.93%,18.303,18.245,0.315,0.000,0.825,0.023,0.087,0.255,0.460,7.511,0.882,0.083,6.402,0.941,2.107
2017-06-30,Health Care,675,0.093809,0.050385,0.000,-2.876,1.38%,-5.055,-4.824,0.279,-0.180,0.316,-0.267,-0.423,0.126,0.179,0.517,0.401,0.133,-4.715,2.489,3.317
2017-06-30,Industrials,478,0.034013,0.015710,0.188,21.251,1.43%,19.250,18.992,0.330,0.070,0.288,0.117,0.085,0.344,0.407,1.243,0.581,0.271,5.879,0.324,1.850
2017-06-30,Information Technology,588,0.007545,-0.021968,0.000,10.801,1.75%,8.130,7.218,0.263,0.003,0.522,0.075,0.019,0.128,0.177,0.773,0.459,0.112,3.067,0.998,2.105
2017-06-30,Materials,157,0.037029,0.021087,0.324,20.858,1.73%,20.833,20.621,0.283,0.068,0.266,0.115,0.076,0.398,0.439,1.243,0.564,0.305,4.267,0.420,2.254
2017-06-30,Real Estate,30,0.047672,0.044349,0.000,27.128,1.20%,17.563,17.563,0.326,0.059,0.346,0.053,0.029,0.416,0.475,1.345,0.593,0.332,2.002,0.306,1.744
2017-06-30,Utilities,82,-0.004358,-0.024053,0.605,26.578,2.99%,21.477,21.658,0.328,0.059,0.333,0.084,0.063,0.483,0.550,2.303,0.693,0.339,3.583,0.080,0.847
2017-07-31,Communication Services,34,0.017298,0.049230,0.294,8.909,4.90%,5.153,5.145,0.391,0.035,0.565,0.123,-0.003,0.558,0.592,2.115,0.729,0.458,1.003,0.381,1.129
2017-07-31,Consumer Discretionary,504,-0.012726,0.014363,0.103,15.601,1.93%,16.489,15.969,0.338,0.077,0.342,0.115,0.095,0.352,0.418,1.080,0.600,0.263,4.553,0.404,1.612
2017-07-31,Consumer Staples,142,-0.005358,0.009598,0.365,22.533,2.23%,20.976,20.577,0.337,0.071,0.347,0.128,0.107,0.377,0.438,1.241,0.566,0.287,7.036,0.317,1.702
2017-07-31,Energy,195,0.012683,0.021421,0.002,-1.365,2.32%,-4.273,-4.259,0.205,-0.022,0.266,0.046,-0.077,0.353,0.400,0.928,0.540,0.298,-1.344,0.624,1.661
2017-07-31,Financials,610,0.006985,0.016625,0.314,23.173,1.95%,18.318,18.284,0.315,0.000,0.825,0.023,0.087,0.256,0.460,7.511,0.882,0.083,6.407,0.941,2.107
2017-07-31,Health Care,676,-0.023495,0.005468,0.000,-2.769,1.35%,-5.144,-5.137,0.279,-0.179,0.317,-0.267,-0.421,0.126,0.175,0.517,0.401,0.133,-4.715,2.489,3.332
2017-07-31,Industrials,480,-0.000677,0.004224,0.188,21.294,1.42%,19.241,18.919,0.330,0.070,0.288,0.117,0.083,0.347,0.411,1.245,0.581,0.272,5.845,0.326,1.850
2017-07-31,Information Technology,584,0.015237,0.041601,0.000,11.297,1.71%,7.570,6.605,0.263,0.004,0.522,0.075,0.022,0.128,0.179,0.770,0.460,0.114,3.079,0.998,2.120
2017-07-31,Materials,157,0.005005,0.016535,0.324,21.019,1.75%,20.417,20.417,0.283,0.068,0.264,0.114,0.078,0.398,0.439,1.243,0.564,0.305,4.267,0.423,2.287
2017-07-31,Real Estate,31,0.002385,0.018601,0.000,27.614,1.16%,18.514,18.514,0.326,0.057,0.323,0.049,0.034,0.394,0.440,1.403,0.594,0.314,2.324,0.306,1.744
2017-07-31,Utilities,83,0.028631,0.025536,0.605,27.361,2.92%,21.915,22.202,0.325,0.059,0.332,0.084,0.063,0.481,0.548,2.284,0.693,0.337,3.567,0.083,0.863
2017-08-31,Communication Services,34,0.087355,-0.015643,0.298,8.929,4.82%,3.047,3.047,0.389,0.029,0.569,0.121,-0.012,0.557,0.632,2.128,0.731,0.459,0.975,0.403,1.055
2017-08-31,Consumer Discretionary,506,-0.026860,-0.018150,0.112,15.100,2.09%,15.294,15.167,0.338,0.075,0.344,0.115,0.089,0.364,0.428,1.094,0.601,0.265,4.573,0.413,1.595
2017-08-31,Consumer Staples,141,-0.025862,-0.013319,0.328,20.800,2.29%,20.541,20.529,0.337,0.072,0.343,0.122,0.098,0.360,0.439,1.257,0.582,0.297,6.489,0.306,1.711
2017-08-31,Energy,196,-0.083899,-0.051451,0.047,-1.446,2.57%,-2.255,-2.300,0.205,0.007,0.327,0.071,-0.044,0.358,0.403,0.936,0.534,0.296,-0.311,0.598,1.685
2017-08-31,Financials,612,-0.025943,-0.020437,0.317,21.828,2.04%,17.217,17.217,0.315,0.000,0.826,0.023,0.088,0.248,0.447,7.396,0.881,0.081,6.418,1.135,2.095
2017-08-31,Health Care,677,0.014033,0.026410,0.000,-2.796,1.30%,-4.936,-4.706,0.281,-0.202,0.315,-0.281,-0.452,0.119,0.179,0.537,0.405,0.134,-4.620,2.430,3.368
2017-08-31,Industrials,482,-0.022089,0.001913,0.170,21.624,1.47%,19.184,18.751,0.330,0.070,0.290,0.116,0.087,0.351,0.406,1.249,0.574,0.270,5.768,0.330,1.879
2017-08-31,Information Technology,581,-0.013591,0.032147,0.000,12.102,1.67%,9.586,7.353,0.259,0.002,0.528,0.076,0.022,0.122,0.181,0.761,0.466,0.125,3.145,1.015,2.062
2017-08-31,Materials,156,-0.021630,0.009360,0.299,18.798,1.78%,20.336,19.962,0.281,0.072,0.270,0.115,0.079,0.385,0.429,1.234,0.566,0.297,4.155,0.414,2.263
2017-08-31,Real Estate,31,-0.028902,-0.024974,0.030,25.766,1.12%,17.513,17.513,0.326,0.050,0.322,0.048,0.042,0.313,0.444,1.238,0.565,0.305,2.436,0.246,1.572
2017-08-31,Utilities,82,0.015105,0.030856,0.608,27.674,2.86%,22.766,22.789,0.325,0.061,0.333,0.084,0.065,0.487,0.558,2.312,0.693,0.342,3.476,0.074,0.850
2017-09-30,Communication Services,34,-0.017104,0.018298,0.298,8.799,4.67%,2.939,2.939,0.389,0.034,0.569,0.121,-0.011,0.577,0.644,1.867,0.731,0.464,0.975,0.371,1.001
2017-09-30,Consumer Discretionary,501,0.063749,0.016863,0.108,15.985,1.93%,15.816,15.992,0.338,0.075,0.346,0.115,0.089,0.370,0.429,1.139,0.603,0.268,4.537,0.400,1.587
2017-09-30,Consumer Staples,141,0.035086,-0.006380,0.328,21.626,2.37%,20.954,20.928,0.335,0.071,0.343,0.122,0.096,0.360,0.439,1.257,0.582,0.297,6.046,0.312,1.696
2017-09-30,Energy,198,0.143187,0.102577,0.047,-1.653,2.21%,-2.437,-2.597,0.205,0.007,0.327,0.071,-0.044,0.358,0.403,0.936,0.534,0.292,-0.311,0.598,1.685
2017-09-30,Financials,613,0.071032,0.058340,0.317,23.512,1.92%,18.648,18.648,0.315,0.000,0.825,0.023,0.088,0.247,0.446,7.405,0.881,0.081,6.418,1.135,2.095
2017-09-30,Health Care,682,0.080037,0.016849,0.000,-3.156,1.26%,-5.754,-5.455,0.281,-0.207,0.310,-0.288,-0.458,0.119,0.179,0.538,0.408,0.135,-4.825,2.388,3.372
2017-09-30,Industrials,478,0.090510,0.049438,0.170,23.820,1.36%,20.705,20.313,0.330,0.069,0.291,0.116,0.087,0.352,0.405,1.253,0.574,0.271,5.751,0.326,1.898
2017-09-30,Information Technology,580,0.070015,0.008481,0.000,12.505,1.63%,9.956,7.676,0.259,0.002,0.528,0.076,0.019,0.122,0.181,0.745,0.464,0.122,3.125,1.024,2.069
2017-09-30,Materials,155,0.060007,0.032612,0.292,19.928,1.66%,21.029,20.525,0.280,0.071,0.268,0.115,0.078,0.388,0.432,1.241,0.569,0.302,4.145,0.409,2.263
2017-09-30,Real Estate,32,0.038365,0.036556,0.030,28.219,1.11%,17.925,17.925,0.326,0.047,0.328,0.043,0.042,0.308,0.410,1.179,0.553,0.282,2.436,0.269,1.711
2017-09-30,Utilities,81,-0.011038,-0.024144,0.604,26.807,2.94%,22.098,22.234,0.325,0.061,0.334,0.084,0.065,0.487,0.559,2.313,0.694,0.343,3.469,0.073,0.849
2017-10-31,Communication Services,34,0.021445,-0.068348,0.298,9.103,4.93%,3.196,3.196,0.389,0.034,0.569,0.121,-0.011,0.577,0.644,1.867,0.731,0.464,0.975,0.371,1.001
2017-10-31,Consumer Discretionary,500,-0.018461,0.018604,0.108,15.343,1.91%,15.698,15.764,0.339,0.075,0.346,0.116,0.089,0.370,0.429,1.116,0.601,0.268,4.535,0.394,1.571
2017-10-31,Consumer Staples,143,-0.025730,-0.006052,0.326,21.245,2.37%,21.235,20.733,0.333,0.069,0.350,0.121,0.099,0.386,0.441,1.266,0.582,0.307,6.116,0.324,1.711
2017-10-31,Energy,199,-0.035353,-0.002255,0.077,-1.535,2.30%,-2.317,-2.369,0.205,0.006,0.326,0.070,-0.044,0.357,0.404,0.956,0.536,0.291,-0.377,0.591,1.680
2017-10-31,Financials,610,0.013057,0.027228,0.317,23.723,1.89%,18.625,18.586,0.314,0.000,0.822,0.023,0.088,0.247,0.447,7.409,0.881,0.080,6.376,1.129,2.088
2017-10-31,Health Care,683,-0.016697,-0.007493,0.000,-3.119,1.18%,-5.377,-5.103,0.281,-0.217,0.310,-0.294,-0.463,0.118,0.178,0.531,0.405,0.129,-4.862,2.396,3.377
2017-10-31,Industrials,475,0.016504,0.007799,0.170,24.163,1.36%,21.015,20.685,0.331,0.069,0.291,0.115,0.086,0.348,0.403,1.254,0.573,0.268,5.789,0.321,1.898
2017-10-31,Information Technology,576,0.021968,0.073345,0.000,12.799,1.61%,10.580,9.720,0.259,0.002,0.527,0.077,0.022,0.123,0.180,0.745,0.463,0.122,3.125,1.038,2.071
2017-10-31,Materials,154,0.019140,0.035923,0.305,20.533,1.58%,21.490,20.094,0.276,0.075,0.267,0.115,0.080,0.385,0.425,1.227,0.563,0.297,4.134,0.410,2.263
2017-10-31,Real Estate,32,0.016535,0.023157,0.000,27.785,1.10%,18.794,18.794,0.326,0.047,0.328,0.043,0.042,0.308,0.410,1.179,0.553,0.282,2.571,0.269,1.711
2017-10-31,Utilities,81,0.038571,0.040876,0.604,27.449,2.84%,23.345,23.451,0.325,0.061,0.334,0.084,0.065,0.487,0.559,2.313,0.694,0.343,3.469,0.073,0.849
2017-11-30,Communication Services,32,0.027862,0.049019,0.521,6.165,4.64%,-4.187,-4.187,0.389,0.028,0.570,0.124,-0.028,0.578,0.647,1.823,0.738,0.463,0.905,0.376,1.023
2017-11-30,Consumer Discretionary,502,0.071049,0.050667,0.104,16.367,1.86%,17.223,17.114,0.338,0.073,0.345,0.113,0.085,0.364,0.420,1.147,0.599,0.268,4.534,0.404,1.562
2017-11-30,Consumer Staples,143,0.048319,0.060661,0.363,21.322,2.20%,23.857,22.884,0.333,0.066,0.350,0.120,0.090,0.385,0.448,1.282,0.588,0.292,5.971,0.286,1.677
2017-11-30,Energy,198,0.033504,0.025642,0.061,-1.868,2.31%,-1.680,-1.571,0.179,0.009,0.325,0.077,-0.038,0.355,0.386,0.893,0.519,0.289,-0.015,0.538,1.550
2017-11-30,Financials,606,0.035914,0.037160,0.323,24.183,1.86%,18.862,18.852,0.314,0.000,0.819,0.023,0.087,0.248,0.450,7.281,0.879,0.081,5.412,1.202,2.014
2017-11-30,Health Care,682,0.021547,0.029830,0.000,-3.135,1.18%,-5.557,-5.181,0.281,-0.214,0.333,-0.282,-0.483,0.120,0.170,0.558,0.407,0.126,-5.047,2.383,3.370
2017-11-30,Industrials,474,0.036766,0.041479,0.177,24.763,1.34%,22.022,21.831,0.332,0.073,0.290,0.115,0.086,0.347,0.399,1.235,0.572,0.266,5.868,0.332,1.889
2017-11-30,Information Technology,568,0.016295,0.009757,0.000,12.939,1.58%,12.175,12.027,0.259,0.006,0.527,0.074,0.032,0.125,0.187,0.749,0.464,0.123,3.415,1.018,2.078
2017-11-30,Materials,155,0.045503,0.011418,0.282,21.498,1.56%,21.350,20.445,0.272,0.068,0.282,0.120,0.077,0.413,0.419,1.230,0.576,0.295,4.326,0.391,2.261
2017-11-30,Real Estate,32,0.027766,0.037385,0.001,27.489,1.32%,18.629,18.629,0.316,0.057,0.312,0.044,0.042,0.299,0.428,0.943,0.521,0.307,2.401,0.287,1.516
2017-11-30,Utilities,81,0.020718,0.027355,0.624,27.615,2.75%,23.739,23.980,0.324,0.060,0.338,0.082,0.065,0.486,0.570,2.307,0.694,0.345,3.444,0.072,0.851
2017-12-31,Communication Services,32,0.007700,0.047665,0.521,5.461,4.46%,-4.159,-4.159,0.389,0.028,0.570,0.124,-0.073,0.578,0.647,1.823,0.738,0.463,0.905,0.387,1.017
2017-12-31,Consumer Discretionary,504,0.019016,0.021836,0.102,16.866,1.80%,17.008,16.778,0.338,0.074,0.345,0.113,0.088,0.366,0.421,1.135,0.600,0.269,4.534,0.391,1.556
2017-12-31,Consumer Staples,141,0.041646,0.019360,0.369,22.059,2.19%,24.022,23.300,0.331,0.069,0.350,0.120,0.096,0.385,0.448,1.289,0.584,0.292,5.971,0.252,1.677
2017-12-31,Energy,199,0.057560,0.049219,0.044,-2.031,2.19%,-1.815,-1.504,0.179,0.009,0.320,0.077,-0.038,0.355,0.386,0.880,0.519,0.289,-0.027,0.547,1.544
2017-12-31,Financials,602,-0.004571,0.016610,0.324,23.729,1.90%,18.390,18.329,0.314,0.000,0.821,0.023,0.087,0.247,0.441,7.281,0.879,0.080,5.413,1.261,2.035
2017-12-31,Health Care,680,0.007462,-0.004649,0.000,-3.389,1.23%,-6.061,-5.744,0.281,-0.213,0.336,-0.288,-0.483,0.119,0.166,0.553,0.402,0.125,-5.235,2.471,3.389
2017-12-31,Industrials,474,0.019756,0.018846,0.174,24.969,1.35%,21.876,21.342,0.331,0.073,0.290,0.115,0.086,0.346,0.395,1.233,0.570,0.266,5.868,0.335,1.876
2017-12-31,Information Technology,571,0.005969,-0.001170,0.000,12.723,1.62%,12.748,12.527,0.262,0.009,0.528,0.076,0.033,0.128,0.184,0.740,0.464,0.123,3.444,0.999,2.056
2017-12-31,Materials,154,0.026637,0.023392,0.282,21.655,1.52%,22.039,21.760,0.272,0.068,0.283,0.120,0.077,0.409,0.419,1.228,0.573,0.292,4.315,0.389,2.264
2017-12-31,Real Estate,32,0.009037,0.006203,0.001,27.482,1.42%,18.496,18.496,0.316,0.057,0.312,0.044,0.042,0.299,0.428,0.943,0.521,0.307,2.401,0.287,1.516
2017-12-31,Utilities,80,-0.048697,-0.058773,0.624,26.462,3.02%,22.509,22.876,0.324,0.060,0.338,0.082,0.065,0.487,0.570,2.318,0.694,0.344,3.473,0.071,0.843
2018-01-31,Communication Services,32,0.021506,0.003161,0.521,5.593,4.36%,-3.375,-3.375,0.389,0.028,0.570,0.124,-0.073,0.578,0.647,1.823,0.738,0.463,0.905,0.387,1.017
2018-01-31,Consumer Discretionary,503,0.017522,0.087700,0.096,17.750,1.77%,17.297,17.260,0.338,0.076,0.345,0.113,0.089,0.364,0.420,1.140,0.599,0.268,4.656,0.401,1.559
2018-01-31,Consumer Staples,139,0.017413,0.019338,0.363,22.460,2.14%,23.671,23.671,0.331,0.067,0.342,0.120,0.096,0.383,0.448,1.282,0.584,0.292,5.761,0.252,1.669
2018-01-31,Energy,200,0.011148,0.026352,0.044,-1.954,2.18%,-1.994,-1.770,0.195,0.009,0.315,0.077,-0.032,0.349,0.386,0.899,0.520,0.289,-0.015,0.538,1.538
2018-01-31,Financials,601,0.024124,0.058138,0.324,24.424,1.87%,18.998,18.887,0.314,0.000,0.820,0.023,0.087,0.248,0.441,7.291,0.879,0.081,5.372,1.261,2.041
2018-01-31,Health Care,683,0.066945,0.068287,0.000,-3.772,1.16%,-7.303,-6.862,0.281,-0.213,0.335,-0.293,-0.479,0.119,0.160,0.546,0.397,0.124,-5.269,2.494,3.396
2018-01-31,Industrials,475,0.020017,0.047095,0.172,25.564,1.34%,22.487,22.012,0.331,0.073,0.289,0.116,0.086,0.346,0.397,1.235,0.571,0.266,5.849,0.334,1.881
2018-01-31,Information Technology,575,0.037702,0.075837,0.000,13.107,1.52%,12.815,12.689,0.259,0.007,0.529,0.074,0.034,0.133,0.184,0.754,0.466,0.124,3.415,0.987,2.055
2018-01-31,Materials,154,0.017748,0.034034,0.288,21.944,1.47%,21.161,20.669,0.268,0.068,0.283,0.121,0.077,0.398,0.419,1.225,0.573,0.292,4.326,0.390,2.264
2018-01-31,Real Estate,33,0.008349,0.006078,0.042,28.086,1.38%,19.464,19.464,0.316,0.055,0.312,0.044,0.042,0.299,0.428,0.943,0.521,0.307,2.179,0.287,1.516
2018-01-31,Utilities,81,-0.028067,-0.031272,0.621,24.909,3.17%,21.436,21.705,0.324,0.060,0.338,0.082,0.065,0.487,0.570,2.322,0.695,0.345,3.444,0.072,0.851
2018-02-28,Communication Services,31,-0.048176,-0.066525,0.272,3.441,4.71%,-0.126,-0.126,-0.350,0.029,0.569,0.124,-0.039,0.565,0.608,2.128,0.693,0.438,0.994,0.530,1.078
2018-02-28,Consumer Discretionary,501,-0.039304,-0.034046,0.124,16.896,1.95%,14.523,14.264,0.335,0.085,0.350,0.114,0.096,0.370,0.430,1.172,0.588,0.280,4.176,0.380,1.578
2018-02-28,Consumer Staples,139,-0.047198,-0.082482,0.301,20.074,2.32%,19.230,19.380,0.308,0.090,0.343,0.120,0.112,0.383,0.447,1.245,0.583,0.306,5.215,0.298,1.710
2018-02-28,Energy,199,-0.108580,-0.106158,0.000,-1.652,2.42%,-0.320,-0.320,-0.014,0.034,0.315,0.085,0.005,0.319,0.360,0.776,0.481,0.269,0.270,0.399,1.386
2018-02-28,Financials,602,-0.023412,-0.025925,0.331,22.596,1.94%,19.609,19.550,0.360,0.000,0.815,0.023,0.076,0.205,0.462,7.177,0.878,0.086,5.206,1.054,1.887
2018-02-28,Health Care,681,-0.036905,-0.039431,0.000,-3.753,1.22%,-2.992,-2.943,0.290,-0.240,0.377,-0.271,-0.374,0.066,0.135,0.497,0.389,0.102,-5.428,2.595,3.495
2018-02-28,Industrials,473,-0.052009,-0.043088,0.147,23.527,1.45%,17.966,17.964,0.269,0.082,0.285,0.114,0.104,0.346,0.392,1.246,0.567,0.268,5.894,0.320,1.885
2018-02-28,Information Technology,569,-0.016769,0.004702,0.000,14.617,1.62%,5.717,7.319,0.265,0.005,0.530,0.074,0.021,0.128,0.184,0.790,0.477,0.124,3.258,0.960,2.028
2018-02-28,Materials,153,-0.054062,-0.045587,0.234,19.727,1.54%,16.336,15.911,0.228,0.081,0.277,0.121,0.092,0.395,0.421,1.341,0.574,0.299,4.616,0.380,2.268
2018-02-28,Real Estate,34,-0.047113,-0.025579,0.024,22.606,1.36%,19.474,19.474,0.170,0.056,0.283,0.046,0.083,0.331,0.414,1.112,0.552,0.291,2.089,0.533,1.602
2018-02-28,Utilities,81,-0.048523,-0.039398,0.608,23.489,3.37%,18.131,18.328,0.315,0.061,0.343,0.083,0.069,0.492,0.582,2.351,0.697,0.355,3.384,0.070,0.850
2018-03-31,Communication Services,30,-0.044777,-0.011323,0.272,3.766,4.77%,1.362,1.362,-0.350,0.025,0.568,0.123,-0.018,0.544,0.602,2.003,0.695,0.436,1.086,0.528,1.068
2018-03-31,Consumer Discretionary,501,0.004413,-0.023176,0.109,17.395,2.03%,14.161,14.063,0.328,0.086,0.349,0.116,0.096,0.367,0.433,1.173,0.586,0.280,4.207,0.410,1.593
2018-03-31,Consumer Staples,137,0.033296,-0.008366,0.278,19.582,2.29%,18.155,18.022,0.308,0.093,0.341,0.120,0.121,0.379,0.446,1.240,0.583,0.306,5.215,0.312,1.732
2018-03-31,Energy,200,0.025389,0.023743,0.000,-1.957,2.35%,-0.311,-0.311,-0.018,0.034,0.315,0.087,0.005,0.318,0.360,0.784,0.484,0.268,0.284,0.398,1.388
2018-03-31,Financials,602,0.015712,-0.034797,0.331,23.187,1.99%,19.912,19.839,0.360,0.000,0.815,0.023,0.076,0.205,0.462,7.177,0.878,0.086,5.206,1.054,1.887
2018-03-31,Health Care,688,-0.008507,-0.028540,0.000,-3.737,1.18%,-3.038,-2.986,0.287,-0.243,0.376,-0.282,-0.373,0.065,0.134,0.493,0.382,0.101,-5.528,2.607,3.504
2018-03-31,Industrials,474,0.017138,-0.019995,0.149,23.861,1.42%,18.045,18.000,0.270,0.083,0.286,0.116,0.104,0.348,0.394,1.252,0.567,0.273,5.920,0.319,1.899
2018-03-31,Information Technology,566,0.002226,-0.030951,0.000,14.850,1.63%,6.651,6.980,0.269,0.006,0.528,0.074,0.023,0.132,0.194,0.802,0.483,0.129,3.138,0.955,2.041
2018-03-31,Materials,149,-0.010243,-0.033002,0.229,19.844,1.69%,16.029,15.574,0.223,0.083,0.278,0.122,0.104,0.398,0.421,1.351,0.575,0.303,4.616,0.373,2.268
2018-03-31,Real Estate,34,0.074058,0.051725,0.024,23.574,1.32%,20.439,19.192,0.170,0.067,0.283,0.046,0.083,0.331,0.414,1.112,0.552,0.291,2.089,0.533,1.602
2018-03-31,Utilities,79,0.052547,0.040550,0.608,24.207,3.23%,18.430,18.430,0.312,0.061,0.343,0.083,0.070,0.488,0.582,2.316,0.692,0.349,3.389,0.066,0.827
2018-04-30,Communication Services,30,0.004604,-0.002979,0.272,3.185,4.51%,1.569,1.569,-0.350,0.025,0.568,0.123,-0.018,0.544,0.602,2.003,0.695,0.436,1.086,0.528,1.068
2018-04-30,Consumer Discretionary,504,0.008536,0.022424,0.108,16.683,2.03%,13.664,13.619,0.328,0.085,0.349,0.116,0.096,0.367,0.434,1.180,0.589,0.282,4.121,0.411,1.582
2018-04-30,Consumer Staples,136,-0.016329,-0.038412,0.296,18.576,2.30%,16.606,16.903,0.308,0.092,0.340,0.122,0.109,0.374,0.445,1.227,0.585,0.305,5.124,0.290,1.735
2018-04-30,Energy,202,0.107490,0.097797,0.000,-1.925,1.99%,-0.285,-0.284,-0.014,0.035,0.315,0.090,0.005,0.319,0.363,0.802,0.488,0.269,0.288,0.398,1.397
2018-04-30,Financials,599,0.011158,-0.001437,0.332,23.841,1.97%,20.330,20.321,0.360,0.000,0.814,0.023,0.076,0.205,0.462,7.151,0.878,0.086,5.192,1.054,1.887
2018-04-30,Health Care,687,0.000643,0.012762,0.000,-3.881,1.12%,-3.033,-3.005,0.288,-0.245,0.372,-0.284,-0.375,0.062,0.133,0.496,0.387,0.100,-5.539,2.607,3.505
2018-04-30,Industrials,473,-0.017651,-0.027109,0.147,23.293,1.42%,17.582,17.554,0.269,0.082,0.285,0.116,0.103,0.348,0.394,1.258,0.567,0.273,5.931,0.320,1.908
2018-04-30,Information Technology,565,-0.002521,0.000895,0.000,14.495,1.61%,7.593,7.594,0.274,0.004,0.528,0.074,0.023,0.130,0.194,0.790,0.483,0.130,3.135,0.960,2.047
2018-04-30,Materials,149,0.012314,0.004014,0.222,19.680,1.67%,16.415,15.273,0.223,0.083,0.278,0.122,0.107,0.399,0.421,1.351,0.577,0.300,4.616,0.354,2.262
2018-04-30,Real Estate,34,-0.010685,-0.027727,0.024,22.041,1.40%,18.684,18.319,0.170,0.067,0.283,0.046,0.083,0.331,0.414,1.112,0.552,0.291,2.099,0.533,1.602
2018-04-30,Utilities,77,0.033377,0.025065,0.609,24.780,3.12%,18.506,18.506,0.310,0.061,0.343,0.084,0.072,0.488,0.582,2.316,0.692,0.349,3.395,0.063,0.800
2018-05-31,Communication Services,29,-0.039554,-0.031199,0.174,3.593,4.51%,-0.301,-0.301,-0.435,0.043,0.570,0.121,0.007,0.537,0.578,1.837,0.692,0.422,0.989,0.516,1.148
2018-05-31,Consumer Discretionary,504,0.055266,0.024119,0.093,16.854,2.06%,14.475,14.076,0.328,0.087,0.349,0.116,0.096,0.357,0.445,1.187,0.590,0.281,3.936,0.417,1.575
2018-05-31,Consumer Staples,135,0.022307,-0.015830,0.306,19.142,2.27%,15.911,16.210,0.304,0.080,0.340,0.117,0.108,0.360,0.443,1.261,0.570,0.302,5.023,0.294,1.703
2018-05-31,Energy,199,0.055751,0.037624,0.000,-2.285,1.97%,1.112,3.308,-0.013,0.029,0.340,0.097,0.008,0.329,0.354,0.903,0.501,0.267,1.005,0.432,1.425
2018-05-31,Financials,602,0.030048,-0.000097,0.341,24.003,1.95%,19.343,19.289,0.362,0.000,0.812,0.023,0.084,0.244,0.450,7.133,0.878,0.080,5.305,1.193,1.928
2018-05-31,Health Care,699,0.073908,0.017079,0.000,-4.230,1.15%,-7.489,-7.408,0.262,-0.226,0.338,-0.292,-0.484,0.102,0.152,0.527,0.394,0.112,-5.818,2.600,3.505
2018-05-31,Industrials,477,0.051752,0.034157,0.156,24.157,1.37%,17.925,17.790,0.266,0.080,0.286,0.116,0.106,0.349,0.395,1.259,0.573,0.271,5.774,0.321,1.915
2018-05-31,Information Technology,564,0.063179,0.071386,0.000,15.649,1.51%,0.812,2.334,0.297,0.000,0.527,0.071,0.005,0.152,0.205,0.793,0.492,0.137,3.043,0.960,2.031
2018-05-31,Materials,149,0.037299,0.019544,0.212,21.652,1.56%,14.902,14.084,0.222,0.082,0.283,0.124,0.097,0.399,0.432,1.312,0.572,0.293,4.834,0.368,2.306
