public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,CAPEI_Median,divyield_Median,pe_exi_Median,pe_inc_Median,efftax_Median,aftret_invcapx_Median,gpm_Median,roa_Median,roe_Median,debt_invcap_Median,totdebt_invcap_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,intcov_ratio_Median,cash_ratio_Median,curr_ratio_Median
2012-10-31,Energy,213,-0.052923,-0.021742,0.000,9.961,1.44%,9.525,8.934,0.351,0.060,0.410,0.130,0.072,0.288,0.331,0.966,0.512,0.235,2.639,0.374,1.505
2012-10-31,Financials,688,0.012211,0.019687,0.312,15.519,2.53%,12.807,12.761,0.285,0.000,0.692,0.021,0.066,0.277,0.446,7.427,0.881,0.081,4.764,1.140,2.301
2012-10-31,Health Care,518,-0.051772,-0.015008,0.000,-2.151,1.71%,-2.388,-2.388,0.315,0.000,0.380,0.035,-0.034,0.055,0.131,0.580,0.389,0.083,1.791,1.839,3.174
2012-10-31,Industrials,522,0.001623,0.001354,0.053,16.733,1.81%,13.457,13.374,0.336,0.087,0.286,0.124,0.101,0.241,0.296,1.011,0.518,0.196,7.297,0.367,2.033
2012-10-31,Information Technology,656,-0.047490,-0.063835,0.000,11.924,2.59%,10.790,10.620,0.265,0.023,0.506,0.092,0.052,0.014,0.065,0.510,0.353,0.041,6.291,1.268,2.561
2012-10-31,Materials,186,-0.008085,-0.010396,0.164,17.775,1.84%,12.844,12.377,0.300,0.089,0.251,0.133,0.097,0.287,0.361,1.064,0.521,0.231,5.787,0.442,2.422
2012-10-31,Utilities,90,0.006016,0.013188,0.650,18.759,3.82%,16.329,16.295,0.351,0.065,0.279,0.089,0.065,0.495,0.561,2.344,0.700,0.337,3.078,0.102,0.988
2012-11-30,Communication Services,46,-0.038771,-0.010009,0.208,11.523,5.84%,8.450,7.298,0.372,0.051,0.562,0.134,0.034,0.515,0.618,1.725,0.665,0.430,1.740,0.733,1.480
2012-11-30,Consumer Discretionary,546,0.012483,0.026674,0.013,13.285,2.03%,14.027,14.241,0.335,0.089,0.364,0.133,0.107,0.242,0.328,1.029,0.537,0.189,6.007,0.508,1.803
2012-11-30,Consumer Staples,156,0.028330,0.015004,0.238,18.028,2.32%,17.259,17.105,0.347,0.093,0.344,0.145,0.106,0.265,0.330,0.889,0.516,0.236,8.275,0.328,1.886
2012-11-30,Energy,212,-0.018991,-0.014619,0.000,9.636,1.53%,8.985,8.642,0.350,0.051,0.410,0.119,0.046,0.306,0.342,1.021,0.519,0.255,2.032,0.347,1.470
2012-11-30,Financials,688,-0.003770,-0.008745,0.283,15.113,2.57%,11.945,11.972,0.285,0.000,0.712,0.022,0.071,0.276,0.440,7.437,0.880,0.081,5.530,1.010,2.336
2012-11-30,Health Care,516,0.010022,0.010124,0.000,-2.040,1.74%,-3.429,-2.946,0.315,0.000,0.377,0.030,-0.050,0.066,0.129,0.573,0.409,0.083,1.472,1.940,3.246
2012-11-30,Industrials,519,0.010178,0.017963,0.063,17.054,1.78%,13.865,13.803,0.336,0.084,0.284,0.124,0.096,0.246,0.295,1.006,0.516,0.197,7.363,0.372,2.017
2012-11-30,Information Technology,656,0.001650,0.014291,0.000,11.757,2.42%,10.418,10.164,0.266,0.017,0.509,0.088,0.045,0.016,0.064,0.543,0.365,0.042,5.966,1.232,2.526
2012-11-30,Materials,185,-0.002428,0.017039,0.180,18.376,1.81%,13.332,13.225,0.299,0.087,0.251,0.129,0.097,0.292,0.359,1.044,0.525,0.236,5.532,0.448,2.419
2012-11-30,Utilities,89,-0.027182,-0.037726,0.636,18.421,4.00%,15.836,15.604,0.350,0.065,0.283,0.088,0.064,0.493,0.569,2.379,0.700,0.339,3.128,0.101,0.969
2012-12-31,Communication Services,46,0.042556,-0.002969,0.208,11.516,5.77%,8.050,7.522,0.372,0.051,0.562,0.134,0.034,0.515,0.618,1.725,0.665,0.430,1.740,0.733,1.480
2012-12-31,Consumer Discretionary,546,0.023625,0.009890,0.011,13.673,2.09%,13.854,13.848,0.333,0.089,0.365,0.133,0.109,0.243,0.321,1.006,0.534,0.184,6.017,0.502,1.806
2012-12-31,Consumer Staples,156,-0.000389,-0.022434,0.238,17.780,2.41%,16.778,16.757,0.347,0.094,0.345,0.148,0.107,0.243,0.315,0.882,0.498,0.225,8.898,0.334,1.865
2012-12-31,Energy,213,0.015641,0.013515,0.000,10.287,1.56%,9.067,8.864,0.350,0.051,0.411,0.120,0.050,0.307,0.347,1.034,0.522,0.256,2.038,0.338,1.470
2012-12-31,Financials,687,0.027196,0.046562,0.283,14.958,2.52%,12.238,12.247,0.287,0.000,0.711,0.022,0.071,0.276,0.439,7.377,0.880,0.081,5.530,0.966,2.306
2012-12-31,Health Care,515,0.000234,-0.000544,0.000,-2.155,1.82%,-3.579,-2.952,0.314,0.000,0.377,0.018,-0.061,0.059,0.119,0.569,0.410,0.079,1.195,1.973,3.247
2012-12-31,Industrials,517,0.048663,0.031507,0.063,17.863,1.74%,14.299,14.117,0.337,0.084,0.284,0.125,0.098,0.244,0.296,1.004,0.514,0.196,7.363,0.367,2.006
2012-12-31,Information Technology,649,0.033399,0.003180,0.000,12.479,2.34%,10.554,10.116,0.266,0.019,0.501,0.087,0.046,0.017,0.065,0.542,0.361,0.042,5.829,1.226,2.527
2012-12-31,Materials,184,0.042716,0.032889,0.180,19.255,1.75%,14.313,14.169,0.300,0.090,0.251,0.130,0.098,0.290,0.359,1.030,0.522,0.234,5.532,0.441,2.452
2012-12-31,Utilities,89,0.008755,0.001534,0.636,18.248,3.99%,15.748,15.646,0.350,0.065,0.283,0.088,0.064,0.497,0.570,2.395,0.702,0.341,3.128,0.101,0.969
2013-01-31,Communication Services,46,0.041101,0.032030,0.208,12.951,5.88%,7.711,6.888,0.372,0.051,0.562,0.134,0.034,0.515,0.618,1.725,0.665,0.430,1.740,0.733,1.480
2013-01-31,Consumer Discretionary,544,0.071772,0.061535,0.007,14.110,1.98%,14.790,14.744,0.334,0.089,0.365,0.133,0.110,0.258,0.324,1.018,0.535,0.187,6.007,0.497,1.796
2013-01-31,Consumer Staples,154,0.056509,0.056268,0.238,19.032,2.32%,18.104,17.816,0.347,0.095,0.346,0.149,0.107,0.243,0.315,0.882,0.497,0.225,8.898,0.325,1.855
2013-01-31,Energy,212,0.075134,0.074582,0.000,11.419,1.60%,9.594,9.501,0.350,0.051,0.412,0.119,0.046,0.306,0.350,1.028,0.520,0.257,2.038,0.335,1.460
2013-01-31,Financials,690,0.082585,0.067703,0.282,15.909,2.34%,12.998,13.018,0.288,0.000,0.712,0.022,0.071,0.277,0.439,7.366,0.880,0.081,5.624,0.966,2.306
2013-01-31,Health Care,513,0.089753,0.076766,0.000,-2.100,1.69%,-3.893,-3.102,0.313,0.000,0.376,0.018,-0.062,0.057,0.118,0.567,0.409,0.079,1.333,1.977,3.247
2013-01-31,Industrials,514,0.077936,0.061771,0.067,19.117,1.60%,15.593,15.626,0.336,0.084,0.282,0.125,0.098,0.238,0.295,1.005,0.514,0.196,7.456,0.370,2.006
2013-01-31,Information Technology,648,0.063416,0.023659,0.000,13.213,2.22%,10.833,10.559,0.266,0.019,0.501,0.087,0.046,0.017,0.064,0.543,0.362,0.042,6.050,1.232,2.526
2013-01-31,Materials,183,0.052089,0.039724,0.170,20.036,1.71%,14.673,14.584,0.300,0.089,0.250,0.129,0.103,0.292,0.359,1.028,0.525,0.232,5.532,0.420,2.419
2013-01-31,Utilities,89,0.050551,0.051782,0.636,19.157,3.80%,16.368,16.330,0.350,0.065,0.283,0.088,0.064,0.497,0.570,2.389,0.701,0.341,3.128,0.101,0.969
2013-02-28,Communication Services,46,-0.035332,0.018505,0.305,13.211,5.01%,9.159,9.159,0.362,0.059,0.557,0.129,0.034,0.520,0.594,1.922,0.667,0.414,1.548,0.591,1.370
2013-02-28,Consumer Discretionary,542,0.005214,0.007227,0.027,14.518,1.94%,14.171,13.903,0.342,0.089,0.366,0.131,0.108,0.266,0.323,1.006,0.542,0.199,6.032,0.481,1.812
2013-02-28,Consumer Staples,154,0.011959,0.030342,0.284,18.972,2.26%,17.842,17.601,0.349,0.102,0.358,0.145,0.111,0.261,0.345,0.991,0.525,0.231,8.468,0.318,1.849
2013-02-28,Energy,212,-0.008956,0.006146,0.000,10.042,1.56%,9.805,10.248,0.353,0.051,0.394,0.115,0.046,0.327,0.360,1.056,0.529,0.270,1.992,0.306,1.489
2013-02-28,Financials,689,0.028590,0.014261,0.220,16.012,2.33%,13.478,13.486,0.291,0.000,0.737,0.022,0.073,0.258,0.426,7.304,0.879,0.079,5.821,1.085,2.168
2013-02-28,Health Care,513,0.002113,0.012593,0.000,-2.095,1.70%,-1.716,-1.555,0.321,0.000,0.405,0.011,-0.042,0.063,0.124,0.569,0.397,0.081,1.821,1.871,3.264
2013-02-28,Industrials,509,0.019338,0.023870,0.108,19.110,1.60%,15.537,15.292,0.340,0.087,0.285,0.124,0.101,0.251,0.303,1.043,0.521,0.193,7.880,0.393,1.987
2013-02-28,Information Technology,646,0.012208,0.004209,0.000,12.361,2.22%,11.580,11.580,0.277,0.019,0.500,0.085,0.041,0.010,0.070,0.544,0.369,0.041,6.013,1.193,2.469
2013-02-28,Materials,182,-0.007699,-0.010817,0.249,20.026,1.75%,15.582,15.730,0.305,0.093,0.245,0.130,0.100,0.300,0.364,1.103,0.539,0.243,5.357,0.424,2.372
2013-02-28,Utilities,89,0.021121,0.022411,0.666,19.108,3.71%,17.145,17.010,0.344,0.066,0.284,0.088,0.066,0.487,0.565,2.335,0.695,0.337,3.058,0.082,0.940
2013-03-31,Communication Services,46,0.037011,0.032535,0.305,13.786,4.91%,10.187,10.187,0.362,0.059,0.557,0.129,0.034,0.520,0.594,1.922,0.667,0.414,1.548,0.598,1.370
2013-03-31,Consumer Discretionary,542,0.057428,0.049712,0.044,16.052,1.96%,14.865,14.810,0.346,0.089,0.363,0.130,0.107,0.252,0.329,1.000,0.540,0.197,5.935,0.483,1.767
2013-03-31,Consumer Staples,155,0.055694,0.051555,0.277,19.805,2.25%,18.336,18.149,0.348,0.101,0.364,0.144,0.112,0.259,0.355,0.967,0.513,0.229,8.481,0.323,1.863
2013-03-31,Energy,212,0.029579,0.026977,0.000,9.732,1.50%,10.798,10.917,0.353,0.049,0.395,0.115,0.041,0.328,0.368,1.061,0.529,0.273,1.988,0.306,1.488
2013-03-31,Financials,685,0.042052,0.042645,0.217,16.714,2.23%,13.863,13.908,0.290,0.000,0.739,0.022,0.073,0.257,0.426,7.322,0.879,0.079,5.930,1.085,2.168
2013-03-31,Health Care,510,0.052679,0.062784,0.000,-2.141,1.71%,-1.730,-1.541,0.319,0.000,0.410,0.016,-0.041,0.069,0.138,0.568,0.400,0.093,1.826,1.875,3.262
2013-03-31,Industrials,506,0.051080,0.032992,0.112,19.243,1.55%,16.249,16.205,0.340,0.088,0.285,0.123,0.099,0.252,0.302,1.044,0.519,0.193,7.898,0.392,1.977
2013-03-31,Information Technology,644,0.033716,0.024397,0.000,12.788,2.18%,12.000,11.787,0.275,0.016,0.500,0.084,0.042,0.010,0.070,0.545,0.369,0.042,5.990,1.201,2.493
2013-03-31,Materials,181,0.024180,0.023465,0.249,20.089,1.73%,16.090,16.018,0.306,0.093,0.246,0.130,0.100,0.299,0.364,1.091,0.538,0.240,5.389,0.428,2.381
2013-03-31,Utilities,89,0.054163,0.056314,0.666,20.487,3.63%,18.160,17.779,0.344,0.066,0.284,0.088,0.066,0.486,0.565,2.335,0.695,0.337,3.058,0.082,0.940
2013-04-30,Communication Services,46,0.079882,0.070398,0.305,14.419,4.81%,11.065,11.065,0.362,0.059,0.557,0.129,0.034,0.520,0.594,1.922,0.667,0.414,1.548,0.598,1.370
2013-04-30,Consumer Discretionary,539,0.029742,0.031613,0.045,16.320,1.95%,15.283,15.271,0.348,0.090,0.363,0.131,0.108,0.250,0.329,1.003,0.539,0.197,6.003,0.493,1.777
2013-04-30,Consumer Staples,155,0.016501,0.031137,0.279,20.600,2.28%,18.886,18.469,0.349,0.101,0.364,0.145,0.108,0.259,0.355,0.954,0.513,0.229,8.481,0.338,1.863
2013-04-30,Energy,213,-0.045243,-0.012403,0.000,9.744,1.61%,10.752,10.705,0.353,0.050,0.394,0.116,0.041,0.330,0.369,1.069,0.530,0.269,1.992,0.303,1.489
2013-04-30,Financials,680,-0.001324,0.015589,0.218,16.638,2.24%,13.663,13.803,0.290,0.000,0.736,0.022,0.073,0.258,0.429,7.340,0.879,0.080,5.930,1.020,2.059
2013-04-30,Health Care,511,0.006188,0.030058,0.000,-2.135,1.74%,-1.720,-1.431,0.319,0.000,0.410,0.014,-0.041,0.070,0.136,0.568,0.399,0.093,1.817,1.871,3.238
2013-04-30,Industrials,505,-0.020445,-0.011617,0.112,18.891,1.65%,15.866,15.645,0.340,0.087,0.285,0.122,0.098,0.256,0.307,1.044,0.528,0.195,7.898,0.389,1.974
2013-04-30,Information Technology,641,-0.006383,0.005480,0.000,13.192,2.10%,11.776,11.714,0.274,0.016,0.499,0.085,0.042,0.012,0.071,0.543,0.368,0.042,6.013,1.205,2.494
2013-04-30,Materials,180,-0.038022,-0.004495,0.259,20.244,1.79%,15.468,15.531,0.307,0.087,0.245,0.126,0.098,0.315,0.364,1.103,0.539,0.244,5.315,0.431,2.363
2013-04-30,Utilities,89,0.044847,0.056066,0.666,21.521,3.41%,18.784,18.516,0.344,0.066,0.284,0.088,0.066,0.486,0.565,2.356,0.698,0.337,3.058,0.082,0.940
2013-05-31,Communication Services,45,0.028875,-0.066056,0.354,13.388,5.14%,10.749,10.806,0.375,0.059,0.566,0.121,0.034,0.499,0.607,1.796,0.676,0.410,1.572,0.719,1.493
2013-05-31,Consumer Discretionary,532,0.066667,0.038620,0.095,16.781,1.91%,15.993,15.792,0.349,0.088,0.358,0.133,0.104,0.257,0.331,1.028,0.530,0.199,6.047,0.498,1.790
2013-05-31,Consumer Staples,156,0.032030,-0.018503,0.308,20.299,2.29%,19.197,17.727,0.348,0.091,0.360,0.142,0.108,0.264,0.349,0.954,0.519,0.229,8.723,0.301,1.872
2013-05-31,Energy,212,0.061702,0.027231,0.000,10.047,1.67%,9.136,8.837,0.353,0.049,0.390,0.117,0.035,0.322,0.363,1.103,0.528,0.263,1.955,0.299,1.422
2013-05-31,Financials,677,0.041971,0.075526,0.311,17.008,2.20%,13.607,13.607,0.290,0.000,0.755,0.022,0.075,0.264,0.423,7.296,0.879,0.078,6.659,1.080,2.161
2013-05-31,Health Care,512,0.044319,0.019626,0.000,-2.579,1.77%,-3.952,-3.731,0.316,-0.005,0.401,0.004,-0.081,0.091,0.140,0.599,0.417,0.102,1.348,1.913,3.346
2013-05-31,Industrials,503,0.063111,0.050052,0.123,19.770,1.61%,15.539,15.367,0.338,0.079,0.288,0.121,0.097,0.249,0.313,1.022,0.519,0.198,7.689,0.384,2.007
2013-05-31,Information Technology,645,0.056242,0.041677,0.000,13.411,2.01%,10.215,10.215,0.276,0.003,0.497,0.081,0.033,0.020,0.071,0.531,0.363,0.046,5.642,1.217,2.515
2013-05-31,Materials,179,0.030704,0.017001,0.278,19.937,1.70%,16.738,16.112,0.309,0.082,0.232,0.121,0.093,0.301,0.368,1.072,0.531,0.242,5.093,0.414,2.434
2013-05-31,Utilities,89,-0.050920,-0.080347,0.645,20.275,3.59%,16.823,16.346,0.344,0.064,0.287,0.088,0.068,0.491,0.570,2.340,0.698,0.339,3.118,0.107,0.969
2013-06-30,Communication Services,45,0.025216,0.018646,0.354,12.794,4.72%,11.904,11.904,0.375,0.059,0.566,0.121,0.034,0.499,0.607,1.796,0.676,0.410,1.572,0.719,1.493
2013-06-30,Consumer Discretionary,531,0.011408,0.005025,0.086,16.605,1.92%,15.984,15.895,0.349,0.086,0.358,0.133,0.103,0.259,0.328,1.035,0.529,0.199,6.234,0.490,1.802
2013-06-30,Consumer Staples,153,0.009022,-0.000920,0.322,20.164,2.30%,19.444,18.435,0.349,0.091,0.347,0.143,0.107,0.292,0.360,0.973,0.521,0.233,9.094,0.296,1.907
2013-06-30,Energy,209,-0.027527,-0.020275,0.000,10.668,1.76%,8.188,8.592,0.353,0.049,0.382,0.120,0.038,0.322,0.363,1.081,0.525,0.262,1.984,0.298,1.425
2013-06-30,Financials,675,0.009911,-0.011470,0.309,17.154,2.20%,13.842,13.802,0.290,0.000,0.755,0.022,0.076,0.264,0.424,7.345,0.879,0.078,6.632,1.102,2.197
2013-06-30,Health Care,515,-0.005289,-0.007341,0.000,-2.451,1.76%,-4.205,-3.673,0.313,-0.009,0.402,-0.009,-0.081,0.090,0.140,0.602,0.420,0.104,1.266,1.913,3.378
2013-06-30,Industrials,503,-0.011918,-0.015185,0.123,19.409,1.63%,15.266,15.035,0.339,0.077,0.286,0.120,0.096,0.248,0.313,1.033,0.519,0.197,7.662,0.382,2.003
2013-06-30,Information Technology,646,0.011787,-0.028569,0.000,12.453,2.10%,9.886,9.882,0.275,0.006,0.497,0.080,0.030,0.020,0.070,0.531,0.363,0.044,5.581,1.218,2.510
2013-06-30,Materials,180,-0.052571,-0.047891,0.278,19.532,1.83%,16.415,15.830,0.307,0.083,0.234,0.120,0.093,0.303,0.374,1.079,0.535,0.243,4.997,0.425,2.431
2013-06-30,Utilities,88,-0.004912,0.008527,0.637,20.266,3.71%,16.358,16.333,0.344,0.064,0.289,0.088,0.068,0.491,0.572,2.332,0.698,0.342,3.116,0.108,0.964
2013-07-31,Communication Services,46,0.117546,0.007140,0.354,14.425,4.63%,12.453,12.519,0.375,0.059,0.567,0.125,0.036,0.499,0.587,1.765,0.676,0.410,1.572,0.688,1.472
2013-07-31,Consumer Discretionary,534,0.054239,0.054592,0.080,17.144,1.81%,17.136,17.076,0.346,0.086,0.355,0.133,0.103,0.259,0.328,1.027,0.529,0.199,6.200,0.489,1.810
2013-07-31,Consumer Staples,153,0.072054,0.042806,0.327,21.369,2.08%,20.278,19.884,0.348,0.089,0.347,0.143,0.106,0.292,0.360,0.975,0.521,0.233,8.865,0.296,1.907
2013-07-31,Energy,209,0.074492,0.048220,0.000,10.735,1.70%,9.339,9.427,0.354,0.048,0.385,0.117,0.034,0.322,0.363,1.081,0.525,0.262,1.955,0.278,1.417
2013-07-31,Financials,677,0.072131,0.066549,0.307,18.339,2.12%,14.870,14.861,0.289,0.000,0.753,0.022,0.077,0.263,0.424,7.362,0.879,0.078,6.648,1.128,2.208
2013-07-31,Health Care,519,0.094941,0.078046,0.000,-2.861,1.60%,-5.085,-4.405,0.313,-0.005,0.395,-0.012,-0.080,0.087,0.139,0.593,0.420,0.098,1.266,1.914,3.378
2013-07-31,Industrials,503,0.076194,0.061547,0.126,20.564,1.49%,16.153,15.885,0.340,0.077,0.285,0.121,0.094,0.253,0.319,1.041,0.521,0.199,7.613,0.367,2.007
2013-07-31,Information Technology,647,0.080633,0.053965,0.000,13.782,2.01%,10.752,10.650,0.275,0.004,0.498,0.080,0.031,0.022,0.071,0.533,0.364,0.048,5.429,1.200,2.443
2013-07-31,Materials,180,0.062254,0.054709,0.275,20.715,1.71%,17.782,17.602,0.309,0.079,0.234,0.120,0.090,0.303,0.380,1.088,0.535,0.243,4.867,0.419,2.411
2013-07-31,Utilities,88,0.061428,0.044484,0.637,21.199,3.55%,17.000,16.952,0.344,0.064,0.289,0.088,0.068,0.491,0.572,2.332,0.698,0.342,3.116,0.108,0.964
2013-08-31,Communication Services,47,-0.051734,-0.039059,0.349,11.463,4.83%,11.098,11.098,0.375,0.055,0.561,0.119,0.031,0.507,0.612,1.934,0.665,0.400,1.526,0.594,1.395
2013-08-31,Consumer Discretionary,529,-0.028128,-0.026628,0.059,16.401,1.91%,16.304,16.130,0.346,0.085,0.357,0.134,0.106,0.259,0.328,1.035,0.531,0.199,6.420,0.480,1.806
2013-08-31,Consumer Staples,154,-0.007820,-0.043076,0.332,19.860,2.19%,20.045,19.250,0.349,0.089,0.363,0.145,0.111,0.297,0.359,1.016,0.531,0.228,8.691,0.345,1.893
2013-08-31,Energy,209,-0.015045,-0.016718,0.000,10.296,1.93%,8.357,8.121,0.353,0.049,0.384,0.122,0.037,0.327,0.372,1.100,0.523,0.271,1.900,0.347,1.475
2013-08-31,Financials,679,-0.029001,-0.047907,0.310,17.802,2.23%,13.797,13.873,0.288,0.000,0.773,0.023,0.078,0.253,0.423,7.303,0.879,0.078,6.785,1.182,2.232
2013-08-31,Health Care,521,-0.019528,-0.032312,0.000,-2.953,1.73%,-5.209,-4.852,0.316,-0.031,0.398,-0.026,-0.108,0.089,0.143,0.535,0.399,0.096,0.735,1.934,3.406
2013-08-31,Industrials,501,-0.017131,-0.026971,0.115,20.762,1.53%,15.818,15.825,0.340,0.077,0.286,0.125,0.094,0.248,0.312,1.033,0.527,0.198,7.740,0.364,1.998
2013-08-31,Information Technology,650,-0.013016,-0.002808,0.000,12.649,2.03%,11.000,10.838,0.261,0.008,0.501,0.077,0.031,0.027,0.070,0.553,0.369,0.048,4.905,1.217,2.433
2013-08-31,Materials,181,-0.005898,-0.003958,0.271,20.038,1.74%,15.308,14.853,0.311,0.077,0.237,0.113,0.085,0.328,0.400,1.128,0.548,0.258,4.814,0.418,2.438
2013-08-31,Utilities,88,-0.060150,-0.051618,0.658,19.449,3.78%,16.725,16.394,0.344,0.064,0.284,0.088,0.068,0.485,0.562,2.317,0.697,0.338,3.187,0.105,0.934
2013-09-30,Communication Services,47,0.054331,0.002903,0.375,12.528,4.76%,12.965,12.965,0.376,0.054,0.562,0.119,0.030,0.507,0.612,1.934,0.667,0.428,1.493,0.596,1.395
2013-09-30,Consumer Discretionary,529,0.059296,0.060820,0.045,17.373,1.80%,17.107,16.855,0.345,0.086,0.358,0.135,0.106,0.256,0.331,1.030,0.534,0.199,5.964,0.479,1.805
2013-09-30,Consumer Staples,154,0.042662,0.014722,0.332,20.313,2.19%,19.637,19.609,0.349,0.089,0.363,0.145,0.112,0.297,0.351,1.016,0.524,0.227,8.571,0.364,1.893
2013-09-30,Energy,209,0.052904,0.020688,0.000,10.553,1.97%,9.702,9.141,0.353,0.048,0.384,0.123,0.035,0.327,0.373,1.093,0.523,0.271,1.933,0.342,1.467
2013-09-30,Financials,677,0.039248,0.029075,0.310,18.433,2.11%,14.461,14.527,0.288,0.000,0.773,0.023,0.079,0.253,0.423,7.302,0.879,0.078,6.785,1.182,2.232
2013-09-30,Health Care,529,0.092324,0.039085,0.000,-3.321,1.68%,-5.724,-5.664,0.316,-0.036,0.393,-0.033,-0.093,0.095,0.142,0.551,0.409,0.096,0.524,1.934,3.369
2013-09-30,Industrials,499,0.071248,0.060738,0.115,21.702,1.45%,16.745,16.746,0.340,0.077,0.286,0.126,0.094,0.262,0.316,1.018,0.527,0.199,7.743,0.353,2.001
2013-09-30,Information Technology,645,0.056507,0.038757,0.000,13.559,2.03%,11.256,11.380,0.258,0.008,0.501,0.078,0.032,0.027,0.070,0.553,0.365,0.048,5.014,1.233,2.433
2013-09-30,Materials,180,0.043704,0.044343,0.272,21.407,1.75%,16.824,16.318,0.310,0.077,0.236,0.113,0.083,0.341,0.408,1.152,0.548,0.260,4.796,0.415,2.430
2013-09-30,Utilities,89,0.023198,0.013996,0.656,20.097,3.73%,16.966,16.147,0.344,0.064,0.287,0.088,0.069,0.486,0.563,2.315,0.697,0.338,3.190,0.109,0.931
2013-10-31,Communication Services,48,0.032898,0.081427,0.375,13.402,4.27%,13.815,13.815,0.376,0.054,0.561,0.116,0.030,0.484,0.609,1.930,0.665,0.406,1.493,0.619,1.420
2013-10-31,Consumer Discretionary,528,0.031333,0.041440,0.056,17.573,1.71%,17.076,16.916,0.345,0.086,0.358,0.134,0.107,0.255,0.332,1.031,0.536,0.201,5.975,0.479,1.806
2013-10-31,Consumer Staples,154,0.038203,0.058472,0.333,20.568,2.06%,20.391,19.816,0.349,0.090,0.363,0.147,0.112,0.302,0.351,1.016,0.524,0.227,8.571,0.364,1.867
2013-10-31,Energy,208,0.047891,0.043062,0.000,10.993,1.84%,9.337,8.896,0.353,0.050,0.385,0.124,0.039,0.327,0.373,1.114,0.531,0.271,1.980,0.345,1.479
2013-10-31,Financials,678,0.028882,0.035559,0.310,19.108,2.03%,14.916,15.017,0.288,0.000,0.772,0.023,0.079,0.253,0.423,7.287,0.878,0.078,6.785,1.182,2.232
2013-10-31,Health Care,530,-0.015698,0.033709,0.000,-2.972,1.63%,-5.185,-4.921,0.316,-0.039,0.395,-0.040,-0.101,0.095,0.142,0.551,0.411,0.096,0.440,1.928,3.345
2013-10-31,Industrials,497,0.050387,0.047881,0.117,22.354,1.39%,17.269,17.368,0.340,0.077,0.286,0.126,0.094,0.262,0.323,1.037,0.531,0.199,7.737,0.351,1.993
2013-10-31,Information Technology,643,0.015632,0.036558,0.000,14.117,1.93%,11.595,11.599,0.260,0.009,0.503,0.080,0.032,0.027,0.070,0.555,0.367,0.047,5.014,1.233,2.425
2013-10-31,Materials,180,0.037388,0.040833,0.264,21.901,1.64%,16.886,16.509,0.311,0.078,0.238,0.114,0.081,0.335,0.393,1.135,0.548,0.260,4.743,0.415,2.447
2013-10-31,Utilities,89,0.040066,0.039299,0.656,20.941,3.61%,17.328,17.009,0.344,0.064,0.287,0.088,0.069,0.486,0.563,2.308,0.696,0.338,3.190,0.109,0.931
2013-11-30,Communication Services,49,0.002038,-0.012303,0.516,12.834,4.27%,3.057,2.883,0.376,0.046,0.561,0.118,0.023,0.509,0.690,2.000,0.702,0.423,1.357,0.574,1.417
2013-11-30,Consumer Discretionary,527,0.040844,0.035362,0.071,18.899,1.68%,17.255,16.976,0.345,0.085,0.351,0.133,0.106,0.255,0.332,1.030,0.544,0.199,6.201,0.474,1.780
2013-11-30,Consumer Staples,152,0.018921,0.018355,0.337,21.336,2.00%,18.888,18.723,0.348,0.090,0.362,0.146,0.108,0.301,0.356,1.032,0.524,0.235,8.565,0.379,1.824
2013-11-30,Energy,208,-0.006537,0.005404,0.000,12.980,1.75%,10.849,10.321,0.353,0.050,0.375,0.129,0.046,0.320,0.371,1.093,0.542,0.266,2.386,0.366,1.483
2013-11-30,Financials,675,0.047848,0.057860,0.293,19.836,1.93%,15.179,15.172,0.290,0.000,0.786,0.022,0.081,0.261,0.413,7.311,0.879,0.079,7.066,1.166,2.319
2013-11-30,Health Care,536,0.077457,0.048592,0.000,-3.061,1.54%,-6.172,-5.628,0.313,-0.054,0.393,-0.048,-0.128,0.100,0.144,0.553,0.401,0.108,0.095,2.065,3.440
2013-11-30,Industrials,499,0.040283,0.036465,0.113,22.850,1.32%,18.178,18.178,0.338,0.077,0.288,0.124,0.092,0.257,0.311,1.047,0.532,0.197,8.041,0.352,1.965
2013-11-30,Information Technology,646,0.045554,0.033357,0.000,15.264,1.87%,12.145,12.258,0.259,0.010,0.496,0.079,0.035,0.026,0.071,0.564,0.372,0.049,5.313,1.256,2.446
2013-11-30,Materials,180,0.010427,0.008016,0.265,21.340,1.62%,18.039,17.043,0.311,0.077,0.241,0.113,0.082,0.337,0.387,1.136,0.547,0.270,4.675,0.432,2.428
2013-11-30,Utilities,90,-0.001193,-0.018828,0.617,20.363,3.63%,18.082,18.082,0.344,0.062,0.283,0.087,0.066,0.486,0.560,2.306,0.695,0.336,3.146,0.102,0.910
2013-12-31,Communication Services,49,0.048326,0.033761,0.516,13.032,4.06%,2.961,2.908,0.376,0.037,0.561,0.118,0.023,0.509,0.690,2.000,0.702,0.423,1.357,0.578,1.417
2013-12-31,Consumer Discretionary,530,0.015474,0.023461,0.068,19.024,1.69%,18.003,17.514,0.344,0.085,0.351,0.133,0.103,0.256,0.328,1.041,0.544,0.203,6.221,0.459,1.787
